ID,Marca temporal,Autorizo,SEXO,GÉNERO,TERRITORIO O ZONA RESIDENCIA,MACROZONA,AÑO DE NACIMIENTO,ACTIVIDAD PRINCIPAL,TIPO DE INSTITUCIÓN DE DESEMPEÑO PRINCIPAL,ÁREA DE DESEMPEÑO I (OPCIONAL),ÁREA DE DESEMPEÑO II (OPCIONAL),P1 TRANSCRIPCIÓN: ¿Por qué cree ud. que Chile necesita una política de igualdad de género en CTCI?,P1 TOTAL_Sí cree que Chile necesita una política de género,P1 TOTAL_No cree que Chile necesita una política de género,P1 TOTAL_No sabe si Chile necesita una política de género,"P1 Sí, Otros",P1 Desarrollo,P1 Es un aporte a la generación de conocimiento,P1 Hombres y mujeres deben tener mismas oportunidades,P1 Falta inserción femenina,P1 Porque existe desigualdad de género,P1 Se necesita diversidad de género,P1 Para eliminar las brechas de género,P1 Generará mayor equidad,P1 Iría en beneficio de la sociedad,"P1 No, Otros",P1 Diferencia en accesos a estudios superiores,P1 No se necesita una política de igualdad de género,P1 Es ofensivo para las mujeres,P1 No sé,"P2 TRANSCRIPCIÓN: ¿Qué medidas cree usted que garantizan el acceso, el desarrollo y el liderazgo de mujeres en el sistema CTCI?",P2 Oportunidades para niñas y jóvenes,P2 Apoyo en roles femineizados,P2 Paridad / igualdad,P2 Potenciar desde la educación,P2 Derribar estereotipos,P2 Incorporar una perspectiva de género a más ámbitos,P2 Promover participación de mujeres en ciencias/investigación,P2 Cupos / cuotas de género / acciones afirmativas,P2 Transformar la cultura alrededor del género,P2 Proteger el ambiente laboral,P2 Evaluación ciega y transparente,"P3 TRANSCRIPCIÓN: Respecto al Eje 2, ¿de qué manera se podría incorporar la perspectiva de género en su disciplina o área de desempeño?",P3 Estudiar temas de género,P3 Potenciar desde la educación,P3 Promover participación de mujeres en ciencias e Investigación,P3 Paridad / igualdad,P3 Incorporar una perspectiva de género,P3 Reconocer y disminuir la brecha de género,P3 Fomentar la participación femenina a través de la formulación y evaluación de proyectos,P3 Reconocer la historia de la temática de género en la ciencia,P3 La investigación no debe estar ligada al género,P3 No aplica en mi disciplina,"P4 TRANSCRIPCIÓN: Teniendo en cuenta el Eje 3, ¿qué acciones debería adoptar su institución  y otras instituciones del sistema de CTCI  para garantizar una  política de igualdad de género efectiva?",P4 Apoyo en roles femineizados,P4 Paridad / igualdad,P4 Promover liderazgos femeninos,P4 Potenciar desde la educación,P4 Estudiar temas de género,P4 Cupos / cuotas de género,P4 Combatir la discriminación y violencia de género,P4 Promover participación de mujeres en ciencias/Investigación,P4 La investigación no debe estar ligada al género,P4 Evaluación ciega y transparente
1131,1/17/2021 20:32:44,"Sí, autorizo.",Mujer,Femenino,VII del Maule,Centro Sur,1977,Investigación y desarrollo (I+D),Universidad,Ciencias Naturales y Exactas,fisiología,"Debido a las diferencias históricas y culturales que hacen referencia a desigualdad en oportunidades, en adjudicación de proyectos, en representación y en posiciones de liderazgo que sirvan de ejemplo para las futuras generaciones. Una politica es necesaria ya que la única manera de crecer visualizando las distintas problemáticas que aquejan a grupos no representados, es justamente, promoviendo su representación. ",TRUE,-,-,-,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,-,-,Otorgar puntaje adicional si la investigadora principal de un proyecto es una mujer  cuotas de genero en los instrumentos  en postulaciones que sean de grupos de investigacion  anillos  nucleos  etc  promover liderazgo femenino y paridad con puntaje especifico en este item  Revision de proyectos ciega  en todos los instrumentos  Alargar el postnatal  consideracion de articulos cientificos en postulaciones  hasta al menos 7 años que es cuando los niños entran al colegio  en el caso de un hijo    Mujeres con hijos con discapacidad que requiera cuidados especiales  otorgar condiciones para que no tengan que dejar su carrera debido al cuidado de un hijo con un condicion especial  ,-,TRUE,TRUE,TRUE,-,-,TRUE,TRUE,-,-,TRUE,Promoviendo estudios que muestren la realidad de representacion en areas especificas como en ciencias naturales y exactas  y que estos sean de lectura sugerida a quien quiera postular a instrumentos en esta area  Otra idea es que cada instrumento tenga alguna actividad por ejemplo  de vinculacion  que sea evaluada y que contribuya a disminuir la brecha  Ademas  los grupos que decidan realizar estos estudios deben estar conformados por hombres y mujeres ya que el principal problema es que en temas de perspectiva de genero  los grupos de investigacion  estan  normalmente  liderados por mujeres  Promover puntaje adicional en los instrumentos si el investigador o investigadora sugiere una actividad de vinculacion con el medio para niñas en ciencias naturales y exactas   ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,-,-,Crear una oficina de genero que haga evaluaciones constantes de la participacion de mujeres en las distintas areas del conocimiento y que se genere una propuesta que garantice por ejemplo  categorizaciones y promociones academicas considerando variables como hijos  puntaje a mujeres que se desenvuelven como investigadoras principales dirigiendo un laboratorio o un grupo de investigacion  etc  Promover estudios internos de equidad de genero en la institucion  En los concursos internos de investigacion  cuando dos postulaciones tengan el mismo puntaje  se favorecera la postulacion del grupo menos representado  ,TRUE,TRUE,-,TRUE,-,-,-,TRUE,-,-
1132,1/17/2021 20:43:16,"Sí, autorizo.",Mujer,Femenino,II de Antofagasta,Norte,1970,Investigación y desarrollo (I+D),Universidad,Ciencias Naturales y Exactas,Biología Marina,Para romper con la cultura de discriminación y reconocer que las mujeres tienen mucho que aportar en la generación de conocimiento y tecnología (y que sus esfuerzos son mayores debido a las tareas domesticas y cuidados de hijos o menores de edad o adultos mayores que viven con ellas),TRUE,-,-,-,-,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,Los tres componentes de este eje 1 recogen medidas que garantizan igualdad de oportunidades para mujeres en Ciencia  Es importante tambien que se reevalue la metrica que se usa para evaluar el CV de investigadoras  ,-,-,TRUE,-,-,-,TRUE,-,-,-,-,Se deberia generar una linea de financiamiento especial o un puntaje extra exclusivamente a mujeres cientificas que debido a diversas razones  personales y familiares  hijos  cuidado de adultos mayores  jefe de hogar  problemas de salud  etc   no han podido mantener el nivel de publicaciones o no han podido insertarse en la academia porque no se adjudican proyectos competitivos  Ex Conicyt ,-,-,-,TRUE,-,-,TRUE,-,-,-,Implementar una politica de contratacion de academicos o  investigadores que asegure igualdad o similar  porcentaje de mujeres y hombres en los distintos estamentos de la Universidad  Hay departamentos donde solo existe una academica  investigadora versus 9 investigadores academicos     Solo entonces la institucion garantizara una politica de igualdad de genero ,-,TRUE,-,-,-,-,-,TRUE,-,-
1133,1/17/2021 20:51:47,"Sí, autorizo.",Mujer,Femenino,XI de Aysén,Austral,1976,Administración en entidades ejecutoras de I+D,Universidad,Ingeniería y Tecnología,,Porque es necesario acortar la brecha entre hombres y mujeres en ciencia,TRUE,-,-,-,-,-,TRUE,-,TRUE,TRUE,TRUE,-,-,-,-,-,-,-,Diseñar instrumentos adecuados que pongan en valor las caracteristicas propias de las mujeres al momento de hacer ciencia o dirigir proyectos en ciencia  Ej   compatibilizar las labores de cuidado y maternidad con la investigacion  para ello horarios acorde a esas labores  Instrumentos que consideren un plus si la candidata es mujer etc  Impulsar cupos directivos para mujeres ,-,TRUE,-,-,-,-,TRUE,-,-,-,-,Transversalizando la tematica de genero en toda la institucion  asignando presupuesto para un equipo que vele por las materias de genero  iniciativas para mujeres en ciencia como los programas STEM  un plus en los concursos academicos si la postulante es mujer,-,-,-,-,-,-,-,-,-,-,Avanzar en la instalacion transversal de los temas de genero,-,-,-,-,-,-,-,-,-,-
1134,1/17/2021 20:57:01,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1980,Gestión pública de la I+D,Universidad,No responde,,"Es un tema de justicia social y desarrollo humano. Si se logra la igualdad de género en este ámbito, uno que es capaz a propósito de reunir conocimientos, se logrará en otros y, finalmente, una justicia social y un desarrollo humano real.",TRUE,-,-,-,TRUE,TRUE,TRUE,-,-,-,-,TRUE,-,-,-,-,-,-,Cuotas de genero  durante un periodo de tiempo  10 20 años   para lograr mas igualdad en aquellos ambitos donde persiste mucha desigualdad  Discriminacion positiva de genero continua  bajo ciertos parametros  para evaluaciones de aptitudes en todos los ambitos  Esto  a proposito de la deuda historica hacia las mujeres  brechas salariales  carga global de trabajo mayor  etc   y como medida correctiva para sus carreras   lograr  igualdad de oportunidades   ,-,-,TRUE,-,-,-,TRUE,TRUE,-,-,-,Generando una plataforma nacional de intercambio para la incorporacion   transversalizacion de la perspectiva de genero en las distintas grandes areas disciplinarias y de desempeño  Cuotas de genero  Discriminacion positiva para grupos subrepresentados  ,-,TRUE,-,TRUE,TRUE,-,-,-,-,-,Contar con unidades de capacidad poder institucional  politico y de recursos  que impulsen el trabajo de la igualdad de oportunidades y equidad de genero a traves de cambios concretos  estructurantes e institucionales  desde equipos diversos y con conocimiento  documentado  en estudios y o materias de genero ,-,TRUE,-,-,-,-,-,TRUE,-,TRUE
1135,1/17/2021 21:35:02,"Sí, autorizo.",Mujer,Femenino,VIII del Biobío,Centro Sur,1969,"Investigación y desarrollo (I+D), Académica",Universidad,Ciencias Naturales y Exactas,ciencias del mar,porque hombres y mujeres pueden aportan de distinta manera a una misma pregunta,TRUE,-,-,-,-,-,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,ser participe de estamentos prioritarios desde temprano en su desarrollo,-,-,-,-,-,-,TRUE,-,-,-,-,dar a conocer los aportes y sus logros para el pais de mujeres cientificas,-,-,-,-,-,-,-,-,-,-,reconocer el aporte de las mujeres en CTCI y darles las mismas oportunidades que a los hombres,-,TRUE,-,-,-,-,-,-,-,-
1136,1/17/2021 21:56:22,"Sí, autorizo.",Mujer,Femenino,VIII del Biobío,Centro Sur,1969,"Investigación y desarrollo (I+D), Docencia Universitaria",Universidad,Ciencias Naturales y Exactas,Embriología,Por todavía vemos mas hombres desempeñando cargos importantes y en general de aun existe diferencia entre los tipos de trabajo que puede hacer un hombre y mujer,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,crear espacios sin sesgos  generando oportunidades en igualdad  para ello se requiere de una educacion sin sesgos ni diferencias desde muy temprano  en los casos donde se requiera entregar las facilidades para cuidado de niños en caso de madres y padres que no tengan ayuda,-,TRUE,TRUE,TRUE,-,-,-,-,-,-,-,Fomentando a niñas desde muy temprano edad a dedicarse a ciencia  Por otro lado  generar politicas que permitan que las mujeres puedan acceder a cargos cientificos importantes a traves de dar las facilidades y motivaciones por parte de las mismas instituciones,-,-,TRUE,-,-,-,-,-,-,-,Levantar informacion numerica  cuantas mujeres son Investigadores principales el dia de hoy en todas las area  buscar los elementos que generan esta diferencia y buscar herramientas que permitan cambiarlo  Ejemplo  cambiar mentalidad respecto a que los hijos los deben criar solo las madres y que los padres ayudan,TRUE,-,-,-,-,-,-,TRUE,-,-
1137,1/17/2021 22:02:52,"Sí, autorizo.",Mujer,Femenino,XIV de Los Ríos,Sur,1977,Investigación y desarrollo (I+D),Universidad,Ciencias Naturales y Exactas,Biodiversidad Marina,Porque desde las Universidades o Centros de Investigación aún no existen políticas claras de contratos para disminuir las brechas de género.,TRUE,-,-,-,-,TRUE,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,Creo que una medida importante es la creacion obligatoria de comisiones en las Universidades estatales que tengan como objetivo la incorporacion de las perspectiva de genero  ,-,-,-,-,-,TRUE,-,-,-,-,-,Quizas una medida para empezar es mediante incentivos por parte del gobierno  Por ejemplo  abrir concursos como Insercion a la Academia dirigido solo a mujeres en Universidades donde la brecha de investigadoras e investigadores es amplia   ,-,TRUE,TRUE,-,-,TRUE,-,-,-,-,Crear canales de visibilizacion de las investigaciones de mujeres  asi como tambien tener metas como  por ejemplo  En 10 años las personas contratadas en docencia  administracion  etc  seran 50%  hombres y 50% mujeres  ,-,TRUE,-,-,-,-,-,-,-,-
1138,1/17/2021 22:11:59,"Sí, autorizo.",Mujer,Femenino,VIII del Biobío,Centro Sur,1979,Investigación y desarrollo (I+D),Universidad,Ciencias Naturales y Exactas,Ecología Molecular ,"Porque en muchas Instituciones no existe una real política de igualdad, que comprenda su importancia y se haga cargo de transmitirla ",TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Los tres componentes van en la direccion  pero el  acceso  debe asegurarse desde la formacion preescolar  Los estereotipos de genero comienzan desde los 6 años,-,-,TRUE,TRUE,TRUE,-,-,-,-,-,-,Ademas de los componentes se necesitan medidas concretas como que la perspectiva de genero este representada en los grupos de estudio de Fondecyt y en las bases de todos los concursos  ya que los criterios que aplican las mesas y CNA son homologados por las casas de estudios para la incorporacion y acreditacion de sus academicos,TRUE,-,-,TRUE,TRUE,-,-,-,-,-,Implementacion de direcciones o vicerrectorias sobre genero  que investiguen  eduquen y promuevan la vision de genero a todos los estamentos  Estas instancias deben incluir sistemas de monitoreo  denuncias y acompañamiento o asesoria ,-,-,-,-,-,-,-,-,-,-
1139,1/17/2021 22:19:47,"Sí, autorizo.",Hombre,Masculino,X de Los Lagos,Sur,1967,Investigación y desarrollo (I+D),Universidad,Humanidades y Artes,Literaturas,Hace falta integrar más mujeres en investigacion,TRUE,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,Fortalecer procesos de equidad en los accesos a postgrados y abrir lineas de investigacion que desarrollen El posicionamiento de mujeres en centros de investigacion universitarios,-,-,TRUE,TRUE,-,-,TRUE,-,-,-,-,Discutir los historicos procesos de exclusion de mujeres de las literaturas a nivel mundial,-,-,-,-,-,-,-,-,-,-,Instalar capacitaciones para l@s academic@s,-,-,-,TRUE,-,-,-,-,-,TRUE
1140,1/17/2021 22:25:57,"Sí, autorizo.",Mujer,Femenino,I de Tarapacá,Norte,1979,Educación,Universidad,Ingeniería y Tecnología,Matemática,"Por que ya es tiempo de considerarla y no seguir esperando, qué se está esperando?",-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,Incorporar como requisito en la postulacion cargos   programas o proyectos un numero determinado de hombres y mujeres  Realizar actividades para participar en la creacion de las politicas de genero  ,-,-,TRUE,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,Ya existe una unidad de equidad de  genero  sin embargo  no realizan muchas actividades en la que podamos participar ni conocer sobre las politicas de genero institucionales  ni tampoco realizan proposiciones de actividades que podriamos incluir  ya sea en docencia  investigacion o vinculacion  Considero que los expertos son quienes podrian orientarnos ,-,TRUE,-,-,-,-,-,-,-,-
1141,1/17/2021 22:26:17,"Sí, autorizo.",Mujer,Femenino,XIV de Los Ríos,Sur,1973,Consultora ,Independiente,Ciencias Sociales,Urbanismo,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Tomar conciencia del rol de las cuidadoras para que sus redes  hijas o niñas cargo  puedan desarrollar las competencias impulsadas  
Fomento en la educacion escolar de forma transversal  
Una politica en etapas que en las primeras fases considere una discriminacion positiva   subsidios  beneficios  ayudas  incentivos ",TRUE,TRUE,TRUE,TRUE,-,-,-,TRUE,-,-,-,"Hacer conocidas y plasmar con objeto de hacer consiente las desventajas y diferencias que hoy son evidencia basica en el desempeño y participacion de las mujeres en el desarrollo profesional  
Hacer ver y dar valor a las ventajas de incrementar la participacion de las mujeres en la vida y desempeño laboral y la mirada integrada tanto en la investigacion  como en la practica tecnica y profesional    
 Prioridad en una primera instancia a mejorar la evidencia  regional y local  de las brechas de genero en la investigacion y la practica ",-,-,TRUE,-,-,TRUE,-,-,-,-,"Educacion y monitoreo  Clave es la transversalidad y su primacia en las politicas regionales y locales  publicas y privadas 
Instalar como politica y programa “local” de toda administracion local  la mirada transversal de genero y su fomento  Premiar o incentivar aquellas gestiones que la impulsen ",-,TRUE,-,TRUE,-,-,-,-,-,-
1142,1/17/2021 22:32:10,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,2002,"Estudiante, educación universitaria pregrado",Universidad,Ciencias Médicas y de la Salud,,Para poder empezar a reparar el daño que el patriarcado ha dejado en nuestra sociedad e institucionado en la política de nuestro país y tanto el desempeño como el reconocimiento de las mujeres en el ámbito dela ciencia y la tecnología,TRUE,-,-,-,-,TRUE,-,-,-,-,-,-,TRUE,-,-,-,-,-," ELIMINAR estereotipos de genero  sobre las carreras profesiones  de la enseñanza a edad temprana de los niños 
",-,-,-,-,TRUE,-,-,-,-,-,-,Visibilizando y exponiendo masivamente  la gran brecha que existe entre hombres y mujeres en el area de las ciencias y la salud,-,-,-,TRUE,-,TRUE,-,TRUE,-,-,Un area designada para la equidad de genero  en la cual se pueda revisar las falencias de la institucion  notificarlas a superiores y asegurarse que los cambios se vean reflejados ,-,TRUE,-,-,-,-,-,-,-,-
1143,1/17/2021 22:35:56,"Sí, autorizo.",Mujer,Femenino,XI de Aysén,Austral,1976,Investigación y desarrollo (I+D),centro investigación regional,Ciencias Naturales y Exactas,oceanografía,Porque claramente con una política de género se asegura un porcentaje de participación mayor de las mujeres al que se tiene a la fecha ,TRUE,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,creo que no hay una medida especifica que efectivamente garantice lo que se pregunta  la igualdad de genero es un trabajo colectivo que involucra el trabajo de toda la sociedad no solo del area cientifica  Pero pienso que en el corto plazo  para disminuir la evidente brecha que existe entre hombres y mujeres  es importante generar cargos en los distintos espacios laborales donde puedan postular solo mujeres ,-,-,TRUE,-,-,-,-,-,-,-,-,A mi me gustaria que fuera a traves de congresos cientificos nacionales e internacionales  en mi caso  en el area de la oceanografia por ejemplo  que fueran abiertos a toda la comunidad cientifica y las expositoras fueran solo mujeres ,-,-,-,-,-,-,-,-,-,-,promover que las mujeres puedan coordinar las lineas de investigacion y los distintos grupos de trabajo ,-,-,-,-,TRUE,-,-,TRUE,-,-
1144,1/17/2021 22:37:01,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1987,Investigación y desarrollo (I+D),Organización no gubernamental (ONG),Ciencias Médicas y de la Salud,,"Por que hoy existe demasiado inequidad en la oportunidades, intereses vocacionales y proyecciones profesionales según el genero. Estas brechas no permite que lleguen los mejores talentos a la cancha y al final el que pierde es Chile. ",TRUE,-,-,-,-,-,TRUE,-,TRUE,-,TRUE,TRUE,-,-,-,-,-,-,"Creo que este es un problema multinivel  que parte por importantes sesgos culturales que son determinantes en la familia y la escuela  Pero luego se perpetua en las universidades y campos de trabajo por problemas de clima  laboral  falta de proteccion con abusos y politicas publicas que ponen en desventajas a las mujeres  salas cunas  postnatal 
Es clave potenciar en las escuelas el desarrollo de niñas en areas stem  pero tambien es esencial trabajar en politicas publicas mas equitativas como
Por ejemplo postnatal tanto para hombres como para mujeres de caracter  obligatorio  Respecto al tema de los abusos es un tema no sincerado al cual muchas veces se hace vista gorda  El estado deberia  tener un rol fiscalizador en este ambito ",TRUE,TRUE,-,-,-,-,TRUE,-,TRUE,-,-,"Creo que hay que forzar el sistema para que haya mas puestos de
Tomas de decisiones liderados por mujeres  
Urge un rol fiscalizador del estado en temas de clima laboral y anti abusos  no pueden seguir repartiendose fondos publicos a personas que han tenido conductas abusivas y poco eticas  Hoy el sistema se
Presta para encubrir este tipo de actos y muchas veces las entidades fiscalizadoras son juez y parte  
En la medida que esto no se convierta en una metrica  en un indicador que tenga un impacto en la carrera cientifica  postulacion a fondos etc    no sera tomado con seriedad ",-,-,TRUE,-,-,-,-,-,-,-,El estado deberia  tener un rol fiscalizador y todos los concursos publicos deberian estar determinados por desempeños en este sentido   Creo que esa es la unica forma en forzar al sistema para que ocurran cambios profundos y este tema no quede solo en una  retorica y slogan  ,-,-,-,-,TRUE,-,-,-,-,-
1145,1/17/2021 22:38:23,"Sí, autorizo.",Prefiero no responder,Prefiero no responder,Metropolitana,RM,1977,Administración en entidades ejecutoras de I+D,Otra institución Pública relacionada con CTCI (ej. ANID o INAPI),Ciencias Naturales y Exactas,,Equidad,TRUE,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,1.1,-,-,-,-,-,-,-,-,-,-,-,2.2,-,-,-,-,-,-,-,-,-,-,3.1,-,-,-,-,-,-,-,-,-,-
